timestamps,TP9,AF7,AF8,TP10,Right AUX
1641936953.541,34.668,27.832,181.641,28.320,36.621
1641936953.545,45.410,25.391,252.441,50.293,89.355
1641936953.549,25.391,11.719,161.621,50.781,57.617
1641936953.553,4.395,11.230,118.652,25.391,47.852
1641936953.557,9.277,8.789,62.988,14.160,77.148
1641936953.560,27.832,10.254,22.461,43.457,58.594
1641936953.564,17.578,7.324,-104.980,49.316,26.855
1641936953.568,-4.395,17.090,-210.449,25.879,8.301
1641936953.572,10.254,37.598,99.121,3.418,45.410
1641936953.576,34.180,44.922,109.375,12.695,32.227
1641936953.580,40.039,40.527,-26.855,41.504,37.598
1641936953.583,24.902,33.691,36.133,31.250,42.969
1641936953.587,22.949,34.180,153.320,13.672,20.996
1641936953.591,41.016,24.414,101.074,9.766,29.297
1641936953.595,51.270,14.648,28.809,22.461,30.762
1641936953.599,40.039,15.137,88.867,31.250,41.016
1641936953.603,21.973,16.113,16.602,8.789,46.875
1641936953.606,30.762,7.324,-121.582,7.324,23.926
1641936953.610,50.293,3.418,-285.645,26.367,21.484
1641936953.614,45.898,23.926,-102.051,31.250,56.152
1641936953.618,28.809,24.414,216.797,24.902,73.730
1641936953.622,31.250,11.719,146.973,18.066,86.914
1641936953.626,47.852,14.160,108.398,32.227,84.473
1641936953.628,41.016,22.949,233.398,37.109,77.637
1641936953.632,10.254,21.973,168.457,24.414,73.730
1641936953.636,-0.977,16.113,-39.062,16.602,39.062
1641936953.640,16.602,22.461,-44.922,27.832,22.949
1641936953.644,25.879,29.297,141.602,48.828,26.855
1641936953.648,3.906,22.949,66.406,37.109,30.273
1641936953.651,-6.348,14.648,-212.402,19.531,-10.254
1641936953.655,14.648,26.855,-371.582,25.879,-60.547
1641936953.659,36.133,46.875,-86.914,44.434,-41.016
1641936953.663,29.297,40.039,197.266,49.805,34.668
1641936953.667,20.996,30.273,112.793,24.414,61.035
1641936953.671,41.016,34.180,50.781,21.484,38.086
1641936953.673,64.941,40.527,173.828,48.828,43.945
1641936953.677,56.641,37.598,132.812,53.711,15.137
1641936953.681,39.551,34.668,10.254,37.598,-27.344
1641936953.685,42.480,26.367,-4.883,26.855,3.418
1641936953.689,74.707,20.020,23.926,58.594,44.922
1641936953.693,75.684,21.973,35.645,76.172,18.555
